id,name,bezirk,bezirksregion,prognoseraum,size
7030301,Friedenau,Tempelhof-Schöneberg,Friedenau,Friedenau,1463322.75
7030302,Ceciliengärten,Tempelhof-Schöneberg,Friedenau,Friedenau,567290.44
4041344,Rüdesheimer Platz,Charlottenburg-Wilmersdorf,Wiesbadener Straße,CW 4,599848.58
4041343,Binger Straße,Charlottenburg-Wilmersdorf,Wiesbadener Straße,CW 4,422998.54
4041241,Breite Straße,Charlottenburg-Wilmersdorf,Schmargendorf,CW 4,666954.52
4041342,Schlangenbader Straße,Charlottenburg-Wilmersdorf,Wiesbadener Straße,CW 4,353076.73
4041240,Messelpark,Charlottenburg-Wilmersdorf,Schmargendorf,CW 4,544596.93
7020204,Schöneberger Insel,Tempelhof-Schöneberg,Schöneberg Süd,Schöneberg Süd,1291295.01
4041239,Stadion Wilmersdorf,Charlottenburg-Wilmersdorf,Schmargendorf,CW 4,847360.49
4041238,Kissinger Straße,Charlottenburg-Wilmersdorf,Schmargendorf,CW 4,646584.3
4051655,Babelsberger Straße,Charlottenburg-Wilmersdorf,Volkspark Wilmersdorf,CW 5,585878.53
4051656,Hildegardstraße,Charlottenburg-Wilmersdorf,Volkspark Wilmersdorf,CW 5,323613.11
4051551,Brabanter Platz,Charlottenburg-Wilmersdorf,Barstraße,CW 5,420131.42
4041137,Flinsberger Platz,Charlottenburg-Wilmersdorf,Grunewald,CW 4,914405.02
7020202,Volkspark (Rudolf-Wilde-Park),Tempelhof-Schöneberg,Schöneberg Süd,Schöneberg Süd,624818.57
7020203,Kaiser-Wilhelm-Platz,Tempelhof-Schöneberg,Schöneberg Süd,Schöneberg Süd,915592.91
4051654,Wilhelmsaue,Charlottenburg-Wilmersdorf,Volkspark Wilmersdorf,CW 5,294390.17
4051549,Rathaus Wilmersdorf,Charlottenburg-Wilmersdorf,Barstraße,CW 5,668035.7
2020203,Viktoriapark,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Kreuzberg Süd,742969.72
7020201,Bayerischer Platz,Tempelhof-Schöneberg,Schöneberg Süd,Schöneberg Süd,523576.89
4051652,Nikolsburger Platz,Charlottenburg-Wilmersdorf,Volkspark Wilmersdorf,CW 5,441239.92
4051550,Leon-Jessel-Platz,Charlottenburg-Wilmersdorf,Barstraße,CW 5,248549.03
4051653,Prager Platz,Charlottenburg-Wilmersdorf,Volkspark Wilmersdorf,CW 5,349605.03
7060604,Marienfelde Süd,Tempelhof-Schöneberg,Marienfelde,Marienfelde,4772142.26
7060603,Marienfelde Nordost,Tempelhof-Schöneberg,Marienfelde,Marienfelde,1986603.76
6020407,Thermometersiedlung,Steglitz-Zehlendorf,Ostpreußendamm,Region B,1377768.04
6020408,Lichterfelde Süd,Steglitz-Zehlendorf,Ostpreußendamm,Region B,1395582.76
6030607,Goerzwerke,Steglitz-Zehlendorf,Drakestraße,Region C,1782710.97
6020411,Schütte-Lanz-Straße,Steglitz-Zehlendorf,Ostpreußendamm,Region B,1741055.37
7060602,Kirchstraße,Tempelhof-Schöneberg,Marienfelde,Marienfelde,1235038.71
6030608,Schweizer Viertel,Steglitz-Zehlendorf,Drakestraße,Region C,3083916.57
7060601,Marienfelder Allee Nordwest,Tempelhof-Schöneberg,Marienfelde,Marienfelde,1146448.33
6020306,Lankwitz Süd,Steglitz-Zehlendorf,Lankwitz,Region B,1481209.51
6020410,Oberhofer Platz,Steglitz-Zehlendorf,Ostpreußendamm,Region B,1371255.88
6020409,Königsberger Straße,Steglitz-Zehlendorf,Ostpreußendamm,Region B,2056616.31
6020305,Gemeindepark Lankwitz,Steglitz-Zehlendorf,Lankwitz,Region B,1845931.92
7050502,Fritz-Werner-Straße,Tempelhof-Schöneberg,Mariendorf,Mariendorf,1753404.07
6020304,Kaiser-Wilhelm-Straße,Steglitz-Zehlendorf,Lankwitz,Region B,748708.36
6030606,Hindenburgdamm,Steglitz-Zehlendorf,Drakestraße,Region C,746111.61
6030610,Lichterfelde West,Steglitz-Zehlendorf,Drakestraße,Region C,1584489.21
6020303,Lankwitz Kirche,Steglitz-Zehlendorf,Lankwitz,Region B,679849.81
6030609,Augustaplatz,Steglitz-Zehlendorf,Drakestraße,Region C,1666763.98
6020302,Komponistenviertel Lankwitz,Steglitz-Zehlendorf,Lankwitz,Region B,1237040.3
6020301,Alt-Lankwitz,Steglitz-Zehlendorf,Lankwitz,Region B,993670.51
7050501,Rathausstraße,Tempelhof-Schöneberg,Mariendorf,Mariendorf,2037992.63
6030605,Botanischer Garten,Steglitz-Zehlendorf,Drakestraße,Region C,1415855.63
6040809,Thielallee,Steglitz-Zehlendorf,Zehlendorf Nord,Region D,2110441.16
6010205,Südende,Steglitz-Zehlendorf,Albrechtstraße,Region A,850583.53
6010206,Stadtpark,Steglitz-Zehlendorf,Albrechtstraße,Region A,709455.49
7040404,Marienhöhe,Tempelhof-Schöneberg,Tempelhof,Tempelhof,1169276.35
6010207,Mittelstraße,Steglitz-Zehlendorf,Albrechtstraße,Region A,679455.19
6010204,Munsterdamm,Steglitz-Zehlendorf,Albrechtstraße,Region A,1115143.35
6010208,Bergstraße,Steglitz-Zehlendorf,Albrechtstraße,Region A,620031
6010102,Schloßstraße,Steglitz-Zehlendorf,Schloßstraße,Region A,488594.34
1022106,Elberfelder Straße,Mitte,Moabit West,Moabit,639514.49
1022206,Lüneburger Straße,Mitte,Moabit Ost,Moabit,742477
4020205,Siedlung Ruhleben,Charlottenburg-Wilmersdorf,Heerstrasse,CW 2,650020.61
1011301,Charitéviertel,Mitte,Alexanderplatz,Zentrum,1685341.13
4020310,Park Ruhwald,Charlottenburg-Wilmersdorf,Westend,CW 2,2043057.46
4030415,Schloßgarten,Charlottenburg-Wilmersdorf,Schloß Charlottenburg,CW 3,1256944.82
1022204,Thomasiusstraße,Mitte,Moabit Ost,Moabit,553759.64
4030519,Kaiserin-Augusta-Allee,Charlottenburg-Wilmersdorf,Mierendorffplatz,CW 3,1374898.47
1022101,Huttenkiez,Mitte,Moabit West,Moabit,805358.52
4030518,Tegeler Weg,Charlottenburg-Wilmersdorf,Mierendorffplatz,CW 3,518670.96
1022205,Zillesiedlung,Mitte,Moabit Ost,Moabit,174384.85
1022105,Zwinglistraße,Mitte,Moabit West,Moabit,166538.06
1022102,Beusselkiez,Mitte,Moabit West,Moabit,236617.18
1022202,Heidestraße,Mitte,Moabit Ost,Moabit,684377.8
1022201,Stephankiez,Mitte,Moabit Ost,Moabit,895709.37
1022203,Lübecker Straße,Mitte,Moabit Ost,Moabit,325177.68
1022104,Emdener Straße,Mitte,Moabit West,Moabit,776397.46
5030833,Motardstraße,Spandau,Siemensstadt,SPA 3,3273052.63
4010101,Jungfernheide,Charlottenburg-Wilmersdorf,Charlottenburg Nord,CW 1,3066494.35
1022103,Westhafen,Mitte,Moabit West,Moabit,1704821.49
4010103,Paul-Hertz-Siedlung,Charlottenburg-Wilmersdorf,Charlottenburg Nord,CW 1,555856.02
1033203,Humboldthain Nordwest,Mitte,Brunnenstraße Nord,Gesundbrunnen,1439120.09
4010102,Plötzensee,Charlottenburg-Wilmersdorf,Charlottenburg Nord,CW 1,2167582.89
5030832,Rohrdamm,Spandau,Siemensstadt,SPA 3,2385869.05
1044202,Sparrplatz,Mitte,Wedding Zentrum,Wedding,622290.5
1044101,Rehberge,Mitte,Parkviertel,Wedding,4856060.51
5030731,Gartenfelder Straße,Spandau,Haselhorst,SPA 3,1165456.89
1044103,Westliche Müllerstraße,Mitte,Parkviertel,Wedding,531583.66
1044201,Reinickendorfer Straße,Mitte,Wedding Zentrum,Wedding,1057808.21
1044203,Leopoldplatz,Mitte,Wedding Zentrum,Wedding,811917.31
1044102,Schillerpark,Mitte,Parkviertel,Wedding,1731879.14
12214125,Waldidyll/Flughafensee,Reinickendorf,West 1 Tegel-Süd/Flughafensee,Tegel,12265158.17
12103117,Letteplatz,Reinickendorf,Ost 1 - Reginhardstr.,Reinickendorf Ost,780088.75
12214528,Tegeler Forst,Reinickendorf,West 5 - Tegel/Tegeler Forst,Tegel,15979322.76
12103219,Schäfersee,Reinickendorf,Ost 2 Alt-Reinickendorf,Reinickendorf Ost,1115321.73
12214424,Scharnweberstraße,Reinickendorf,West 4 - Auguste-Viktoria-Allee,Tegel,1038714.64
12103218,Teichstraße,Reinickendorf,Ost 2 Alt-Reinickendorf,Reinickendorf Ost,3355220.78
12214422,Klixstraße,Reinickendorf,West 4 - Auguste-Viktoria-Allee,Tegel,819611.15
12103116,Hausotterplatz,Reinickendorf,Ost 1 - Reginhardstr.,Reinickendorf Ost,809701.06
12103115,Breitkopfbecken,Reinickendorf,Ost 1 - Reginhardstr.,Reinickendorf Ost,719395.01
12214421,Reinickes Hof,Reinickendorf,West 4 - Auguste-Viktoria-Allee,Tegel,532495.31
12103220,Humboldtstraße,Reinickendorf,Ost 2 Alt-Reinickendorf,Reinickendorf Ost,777663.07
12214423,Mellerbogen,Reinickendorf,West 4 - Auguste-Viktoria-Allee,Tegel,527387.86
12214126,Tegel Süd,Reinickendorf,West 1 Tegel-Süd/Flughafensee,Tegel,758257.67
12304313,Borsigwalde,Reinickendorf,West 3 - Borsigwalde/Freie Scholle,Waidmannslust,1848849.27
12301203,Wittenau Süd,Reinickendorf,Nord 2 - Waidmannslust/Wittenau/Lübars,Waidmannslust,2558762.02
12214527,Alt-Tegel,Reinickendorf,West 5 - Tegel/Tegeler Forst,Tegel,2391452.96
3040512,Wilhelmsruh,Pankow,Schönholz/Wilhelmsruh/Rosenthal,Südliches Pankow,2168271.31
12301204,Wittenau Nord,Reinickendorf,Nord 2 - Waidmannslust/Wittenau/Lübars,Waidmannslust,2493427.01
12304314,Ziekowstraße/Freie Scholle,Reinickendorf,West 3 - Borsigwalde/Freie Scholle,Waidmannslust,2227166.59
12302110,Dannenwalder Weg,Reinickendorf,MV 1 - Märkisches Viertel,Waidmannslust,523516.62
3040508,Rosenthal,Pankow,Schönholz/Wilhelmsruh/Rosenthal,Südliches Pankow,1797748.98
12302107,Schorfheidestraße,Reinickendorf,MV 1 - Märkisches Viertel,Waidmannslust,568097.89
12224230,Heiligensee,Reinickendorf,West 2 - Heiligensee/Konradshöhe,Heiligensee/Konradshöhe,10681326.87
12302108,Märkisches Zentrum,Reinickendorf,MV 1 - Märkisches Viertel,Waidmannslust,1137014.87
12302211,Lübarser Straße,Reinickendorf,MV 2 - Rollbergesiedlung,Waidmannslust,1133622.57
12302109,Treuenbrietzener Straße,Reinickendorf,MV 1 - Märkisches Viertel,Waidmannslust,917939.77
12301205,Waidmannslust,Reinickendorf,Nord 2 - Waidmannslust/Wittenau/Lübars,Waidmannslust,1732384.74
12231101,Hermsdorf,Reinickendorf,Nord 1 - Frohnau/Hermsdorf,Frohnau/Hermsdorf,6054743.43
12302212,Rollbergesiedlung,Reinickendorf,MV 2 - Rollbergesiedlung,Waidmannslust,501102.97
12301206,Lübars,Reinickendorf,Nord 2 - Waidmannslust/Wittenau/Lübars,Waidmannslust,5007672.74
12231102,Frohnau,Reinickendorf,Nord 1 - Frohnau/Hermsdorf,Frohnau/Hermsdorf,7836129.5
5020521,Döberitzer Weg,Spandau,Heerstraße Nord,SPA 2,1625980.89
5020420,Werkstraße,Spandau,Brunsbütteler Damm,SPA 2,1221932.81
5020415,Isenburger Weg,Spandau,Brunsbütteler Damm,SPA 2,1284935.03
5010205,An der Tränke,Spandau,Falkenhagener Feld,SPA 1,592173.3
5020418,Spandauer Straße,Spandau,Brunsbütteler Damm,SPA 2,719982.55
5010101,Hakenfelde Nord,Spandau,Hakenfelde,SPA 1,17292956.48
5020522,Pillnitzer Weg,Spandau,Heerstraße Nord,SPA 2,1684692.68
5020419,Magistratsweg,Spandau,Brunsbütteler Damm,SPA 2,809155.08
5020416,Am Heideberg,Spandau,Brunsbütteler Damm,SPA 2,421337.67
5010209,An der Kappe,Spandau,Falkenhagener Feld,SPA 1,1397359.99
5010206,Gütersloher Weg,Spandau,Falkenhagener Feld,SPA 1,1765018.81
5010204,Griesingerstraße,Spandau,Falkenhagener Feld,SPA 1,1937428.96
5020417,Staakener Straße,Spandau,Brunsbütteler Damm,SPA 2,2630900.51
5020523,Maulbeerallee,Spandau,Heerstraße Nord,SPA 2,1407659.88
5010207,Darbystraße,Spandau,Falkenhagener Feld,SPA 1,746868.39
5010103,Amorbacher Weg,Spandau,Hakenfelde,SPA 1,2193346.27
5020626,Adamstraße,Spandau,Wilhelmstadt,SPA 2,1450678.8
5020628,Graetschelsteig,Spandau,Wilhelmstadt,SPA 2,492111.49
5020625,Borkumer Straße,Spandau,Wilhelmstadt,SPA 2,1326315.01
5010314,Carl-Schurz-Straße,Spandau,Spandau Mitte,SPA 1,1696225.76
5010208,Germersheimer Platz,Spandau,Falkenhagener Feld,SPA 1,531939.78
5010313,Ackerstraße,Spandau,Spandau Mitte,SPA 1,498350.29
5010310,Eckschanze,Spandau,Spandau Mitte,SPA 1,340468.02
5010102,Goltzstraße,Spandau,Hakenfelde,SPA 1,469726.96
5020627,Tiefwerder,Spandau,Wilhelmstadt,SPA 2,1590046.05
5010311,Eiswerder,Spandau,Spandau Mitte,SPA 1,1662768.38
5010312,Kurstraße,Spandau,Spandau Mitte,SPA 1,474546.39
5010339,Freiheit,Spandau,Spandau Mitte,SPA 1,1935895.5
5030730,Zitadellenweg,Spandau,Haselhorst,SPA 3,3558508.2
12224229,Konradshöhe/Tegelort,Reinickendorf,West 2 - Heiligensee/Konradshöhe,Heiligensee/Konradshöhe,2187579.92
4020204,Olympiagelände,Charlottenburg-Wilmersdorf,Heerstrasse,CW 2,2612307.51
6040701,Wannsee,Steglitz-Zehlendorf,Zehlendorf Südwest,Region D,23725907.54
5040938,Kafkastraße,Spandau,Gatow/Kladow,SPA 4,1735697.49
5040936,Jägerallee,Spandau,Gatow/Kladow,SPA 4,7329465.68
5040937,Kladower Damm,Spandau,Gatow/Kladow,SPA 4,4316266.46
5040935,Groß-Glienicker Weg,Spandau,Gatow/Kladow,SPA 4,7833984.79
5020524,Weinmeisterhornweg,Spandau,Heerstraße Nord,SPA 2,2636928.39
6040703,Nikolassee,Steglitz-Zehlendorf,Zehlendorf Südwest,Region D,16483444.64
5040934,Alt-Gatow,Spandau,Gatow/Kladow,SPA 4,3665789.43
6040702,Düppel,Steglitz-Zehlendorf,Zehlendorf Südwest,Region D,3129783.92
5020629,Börnicker Straße,Spandau,Wilhelmstadt,SPA 2,3735305.11
4061757,Forst Grunewald,Charlottenburg-Wilmersdorf,Forst Grunewald,CW 6,18455000.81
6040804,Krumme Lanke,Steglitz-Zehlendorf,Zehlendorf Nord,Region D,6416118.1
4020208,Kranzallee,Charlottenburg-Wilmersdorf,Heerstrasse,CW 2,1482892.62
4020206,Angerburger Allee,Charlottenburg-Wilmersdorf,Heerstrasse,CW 2,361207.2
6030501,Berlepschstraße,Steglitz-Zehlendorf,Teltower Damm,Region C,1744686.6
6040805,Fischerhüttenstraße,Steglitz-Zehlendorf,Zehlendorf Nord,Region D,1832679.41
4020207,Flatowallee,Charlottenburg-Wilmersdorf,Heerstrasse,CW 2,977750.38
6030503,Zehlendorf Mitte,Steglitz-Zehlendorf,Teltower Damm,Region C,1884188.96
6040806,Fischtal,Steglitz-Zehlendorf,Zehlendorf Nord,Region D,1383426.52
6030502,Zehlendorf Süd,Steglitz-Zehlendorf,Teltower Damm,Region C,1312944.83
6030504,Teltower Damm,Steglitz-Zehlendorf,Teltower Damm,Region C,3117972.65
6040808,Hüttenweg,Steglitz-Zehlendorf,Zehlendorf Nord,Region D,2973854.26
4020311,Reichsstraße,Charlottenburg-Wilmersdorf,Westend,CW 2,1605714.74
4020209,Eichkamp,Charlottenburg-Wilmersdorf,Heerstrasse,CW 2,1606449.64
6040807,Zehlendorf Eiche,Steglitz-Zehlendorf,Zehlendorf Nord,Region D,1101508.8
4041135,Hundekehle,Charlottenburg-Wilmersdorf,Grunewald,CW 4,1127440.11
4041133,Güterbahnhof Grunewald,Charlottenburg-Wilmersdorf,Grunewald,CW 4,543374.37
4020312,Branitzer Platz,Charlottenburg-Wilmersdorf,Westend,CW 2,714063.08
4041136,Hagenplatz,Charlottenburg-Wilmersdorf,Grunewald,CW 4,943061.2
4020314,Messegelände,Charlottenburg-Wilmersdorf,Westend,CW 2,897271.03
4041134,Bismarckallee,Charlottenburg-Wilmersdorf,Grunewald,CW 4,1427801.79
